Country,Year,Points_type,From,To,Points
basel,2025,Points given by the jury,san marino,italy,12
basel,2025,Points given by the jury,san marino,switzerland,10
basel,2025,Points given by the jury,san marino,latvia,8
basel,2025,Points given by the jury,san marino,estonia,7
basel,2025,Points given by the jury,san marino,portugal,6
basel,2025,Points given by the jury,san marino,france,5
basel,2025,Points given by the jury,san marino,ukraine,4
basel,2025,Points given by the jury,san marino,lithuania,3
basel,2025,Points given by the jury,san marino,united kingdom,2
basel,2025,Points given by the jury,san marino,malta,1
basel,2025,Points given by televoters,serbia,estonia,12
basel,2025,Points given by televoters,serbia,austria,10
basel,2025,Points given by televoters,serbia,greece,8
basel,2025,Points given by televoters,serbia,sweden,7
basel,2025,Points given by televoters,serbia,finland,6
basel,2025,Points given by televoters,serbia,germany,5
basel,2025,Points given by televoters,serbia,albania,4
basel,2025,Points given by televoters,serbia,norway,3
basel,2025,Points given by televoters,serbia,israel,2
basel,2025,Points given by televoters,serbia,malta,1
basel,2025,Points given by the jury,serbia,france,12
basel,2025,Points given by the jury,serbia,germany,10
basel,2025,Points given by the jury,serbia,austria,8
basel,2025,Points given by the jury,serbia,switzerland,7
basel,2025,Points given by the jury,serbia,greece,6
basel,2025,Points given by the jury,serbia,denmark,5
basel,2025,Points given by the jury,serbia,ukraine,4
basel,2025,Points given by the jury,serbia,estonia,3
basel,2025,Points given by the jury,serbia,armenia,2
basel,2025,Points given by the jury,serbia,latvia,1
basel,2025,Points given by televoters,slovenia,italy,12
basel,2025,Points given by televoters,slovenia,austria,10
basel,2025,Points given by televoters,slovenia,albania,8
basel,2025,Points given by televoters,slovenia,estonia,7
basel,2025,Points given by televoters,slovenia,israel,6
basel,2025,Points given by televoters,slovenia,sweden,5
basel,2025,Points given by televoters,slovenia,luxembourg,4
basel,2025,Points given by televoters,slovenia,ukraine,3
basel,2025,Points given by televoters,slovenia,norway,2
basel,2025,Points given by televoters,slovenia,iceland,1
basel,2025,Points given by the jury,slovenia,italy,12
basel,2025,Points given by the jury,slovenia,austria,10
basel,2025,Points given by the jury,slovenia,switzerland,8
basel,2025,Points given by the jury,slovenia,estonia,7
basel,2025,Points given by the jury,slovenia,sweden,6
basel,2025,Points given by the jury,slovenia,ukraine,5
basel,2025,Points given by the jury,slovenia,netherlands,4
basel,2025,Points given by the jury,slovenia,france,3
basel,2025,Points given by the jury,slovenia,norway,2
basel,2025,Points given by the jury,slovenia,portugal,1
basel,2025,Points given by televoters,spain,israel,12
basel,2025,Points given by televoters,spain,ukraine,10
basel,2025,Points given by televoters,spain,poland,8
basel,2025,Points given by televoters,spain,estonia,7
basel,2025,Points given by televoters,spain,finland,6
basel,2025,Points given by televoters,spain,sweden,5
basel,2025,Points given by televoters,spain,austria,4
basel,2025,Points given by televoters,spain,albania,3
basel,2025,Points given by televoters,spain,norway,2
basel,2025,Points given by televoters,spain,france,1
basel,2025,Points given by the jury,spain,switzerland,12
basel,2025,Points given by the jury,spain,netherlands,10
basel,2025,Points given by the jury,spain,france,8
basel,2025,Points given by the jury,spain,austria,7
basel,2025,Points given by the jury,spain,united kingdom,6
basel,2025,Points given by the jury,spain,malta,5
basel,2025,Points given by the jury,spain,italy,4
basel,2025,Points given by the jury,spain,germany,3
basel,2025,Points given by the jury,spain,ukraine,2
basel,2025,Points given by the jury,spain,albania,1
basel,2025,Points given by televoters,sweden,israel,12
basel,2025,Points given by televoters,sweden,finland,10
basel,2025,Points given by televoters,sweden,estonia,8
basel,2025,Points given by televoters,sweden,albania,7
basel,2025,Points given by televoters,sweden,poland,6
basel,2025,Points given by televoters,sweden,iceland,5
basel,2025,Points given by televoters,sweden,ukraine,4
basel,2025,Points given by televoters,sweden,greece,3
basel,2025,Points given by televoters,sweden,netherlands,2
basel,2025,Points given by televoters,sweden,italy,1
basel,2025,Points given by the jury,sweden,austria,12
basel,2025,Points given by the jury,sweden,switzerland,10
basel,2025,Points given by the jury,sweden,netherlands,8
basel,2025,Points given by the jury,sweden,france,7
basel,2025,Points given by the jury,sweden,finland,6
basel,2025,Points given by the jury,sweden,ukraine,5
basel,2025,Points given by the jury,sweden,norway,4
basel,2025,Points given by the jury,sweden,albania,3
basel,2025,Points given by the jury,sweden,spain,2
basel,2025,Points given by the jury,sweden,malta,1
basel,2025,Points given by televoters,switzerland,israel,12
basel,2025,Points given by televoters,switzerland,albania,10
basel,2025,Points given by televoters,switzerland,italy,8
basel,2025,Points given by televoters,switzerland,greece,7
basel,2025,Points given by televoters,switzerland,austria,6
basel,2025,Points given by televoters,switzerland,sweden,5
basel,2025,Points given by televoters,switzerland,france,4
basel,2025,Points given by televoters,switzerland,poland,3
basel,2025,Points given by televoters,switzerland,estonia,2
basel,2025,Points given by televoters,switzerland,netherlands,1
basel,2025,Points given by the jury,switzerland,italy,12
basel,2025,Points given by the jury,switzerland,sweden,10
basel,2025,Points given by the jury,switzerland,france,8
basel,2025,Points given by the jury,switzerland,austria,7
basel,2025,Points given by the jury,switzerland,netherlands,6
basel,2025,Points given by the jury,switzerland,estonia,5
basel,2025,Points given by the jury,switzerland,united kingdom,4
basel,2025,Points given by the jury,switzerland,finland,3
basel,2025,Points given by the jury,switzerland,portugal,2
basel,2025,Points given by the jury,switzerland,ukraine,1
basel,2025,Points given by televoters,ukraine,lithuania,12
basel,2025,Points given by televoters,ukraine,norway,10
basel,2025,Points given by televoters,ukraine,latvia,8
basel,2025,Points given by televoters,ukraine,italy,7
basel,2025,Points given by televoters,ukraine,austria,6
basel,2025,Points given by televoters,ukraine,germany,5
basel,2025,Points given by televoters,ukraine,sweden,4
basel,2025,Points given by televoters,ukraine,poland,3
basel,2025,Points given by televoters,ukraine,estonia,2
basel,2025,Points given by televoters,ukraine,israel,1
basel,2025,Points given by the jury,ukraine,germany,12
basel,2025,Points given by the jury,ukraine,united kingdom,10
basel,2025,Points given by the jury,ukraine,italy,8
basel,2025,Points given by the jury,ukraine,switzerland,7
basel,2025,Points given by the jury,ukraine,latvia,6
basel,2025,Points given by the jury,ukraine,estonia,5
basel,2025,Points given by the jury,ukraine,portugal,4
basel,2025,Points given by the jury,ukraine,luxembourg,3
basel,2025,Points given by the jury,ukraine,israel,2
basel,2025,Points given by the jury,ukraine,austria,1
basel,2025,Points given by televoters,united kingdom,israel,12
basel,2025,Points given by televoters,united kingdom,poland,10
basel,2025,Points given by televoters,united kingdom,lithuania,8
basel,2025,Points given by televoters,united kingdom,sweden,7
basel,2025,Points given by televoters,united kingdom,estonia,6
basel,2025,Points given by televoters,united kingdom,albania,5
basel,2025,Points given by televoters,united kingdom,finland,4
basel,2025,Points given by televoters,united kingdom,latvia,3
basel,2025,Points given by televoters,united kingdom,greece,2
basel,2025,Points given by televoters,united kingdom,malta,1
basel,2025,Points given by the jury,united kingdom,latvia,12
basel,2025,Points given by the jury,united kingdom,denmark,10
basel,2025,Points given by the jury,united kingdom,austria,8
basel,2025,Points given by the jury,united kingdom,malta,7
basel,2025,Points given by the jury,united kingdom,lithuania,6
basel,2025,Points given by the jury,united kingdom,finland,5
basel,2025,Points given by the jury,united kingdom,luxembourg,4
basel,2025,Points given by the jury,united kingdom,estonia,3
basel,2025,Points given by the jury,united kingdom,france,2
basel,2025,Points given by the jury,united kingdom,greece,1
malmo,2024,Points given by televoters,albania,croatia,12
malmo,2024,Points given by televoters,albania,israel,10
malmo,2024,Points given by televoters,albania,italy,8
malmo,2024,Points given by televoters,albania,ukraine,7
malmo,2024,Points given by televoters,albania,france,6
malmo,2024,Points given by televoters,albania,cyprus,5
malmo,2024,Points given by televoters,albania,greece,4
malmo,2024,Points given by televoters,albania,switzerland,3
malmo,2024,Points given by televoters,albania,serbia,2
malmo,2024,Points given by televoters,albania,armenia,1
malmo,2024,Points given by the jury,albania,switzerland,12
malmo,2024,Points given by the jury,albania,italy,10
malmo,2024,Points given by the jury,albania,armenia,8
malmo,2024,Points given by the jury,albania,greece,7
malmo,2024,Points given by the jury,albania,norway,6
malmo,2024,Points given by the jury,albania,portugal,5
malmo,2024,Points given by the jury,albania,luxembourg,4
malmo,2024,Points given by the jury,albania,croatia,3
malmo,2024,Points given by the jury,albania,slovenia,2
malmo,2024,Points given by the jury,albania,serbia,1
malmo,2024,Points given by televoters,armenia,france,12
malmo,2024,Points given by televoters,armenia,greece,10
malmo,2024,Points given by televoters,armenia,switzerland,8
malmo,2024,Points given by televoters,armenia,croatia,7
malmo,2024,Points given by televoters,armenia,italy,6
malmo,2024,Points given by televoters,armenia,georgia,5
malmo,2024,Points given by televoters,armenia,cyprus,4
malmo,2024,Points given by televoters,armenia,ukraine,3
malmo,2024,Points given by televoters,armenia,ireland,2
malmo,2024,Points given by televoters,armenia,israel,1
malmo,2024,Points given by the jury,armenia,france,12
malmo,2024,Points given by the jury,armenia,portugal,10
malmo,2024,Points given by the jury,armenia,italy,8
malmo,2024,Points given by the jury,armenia,switzerland,7
malmo,2024,Points given by the jury,armenia,croatia,6
malmo,2024,Points given by the jury,armenia,serbia,5
malmo,2024,Points given by the jury,armenia,greece,4
malmo,2024,Points given by the jury,armenia,georgia,3
malmo,2024,Points given by the jury,armenia,cyprus,2
malmo,2024,Points given by the jury,armenia,germany,1
malmo,2024,Points given by televoters,australia,israel,12
malmo,2024,Points given by televoters,australia,croatia,10
malmo,2024,Points given by televoters,australia,ireland,8
malmo,2024,Points given by televoters,australia,switzerland,7
malmo,2024,Points given by televoters,australia,ukraine,6
malmo,2024,Points given by televoters,australia,cyprus,5
malmo,2024,Points given by televoters,australia,finland,4
malmo,2024,Points given by televoters,australia,greece,3
malmo,2024,Points given by televoters,australia,france,2
malmo,2024,Points given by televoters,australia,armenia,1
malmo,2024,Points given by the jury,australia,ireland,12
malmo,2024,Points given by the jury,australia,switzerland,10
malmo,2024,Points given by the jury,australia,croatia,8
malmo,2024,Points given by the jury,australia,italy,7
malmo,2024,Points given by the jury,australia,cyprus,6
malmo,2024,Points given by the jury,australia,sweden,5
malmo,2024,Points given by the jury,australia,united kingdom,4
malmo,2024,Points given by the jury,australia,finland,3
malmo,2024,Points given by the jury,australia,luxembourg,2
malmo,2024,Points given by the jury,australia,ukraine,1
malmo,2024,Points given by televoters,austria,croatia,12
malmo,2024,Points given by televoters,austria,israel,10
malmo,2024,Points given by televoters,austria,switzerland,8
malmo,2024,Points given by televoters,austria,ukraine,7
malmo,2024,Points given by televoters,austria,france,6
malmo,2024,Points given by televoters,austria,serbia,5
